Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),cover (%),Canopy width (avg in m),Area (m2),biomass_kg/m2,Notes,mort_status,veg_type,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,D,7,ARCA,central ,,A,14.5,14.5,13.5,,0.14,0.0154,0.0040,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,D,8,ACGL,central ,,A,22,21,19,,0.2,0.0314,0.0124,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,D,9,ACGL,central ,,A,19,34,15,,0.245,0.0471,0.0161,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,1,ISME,central ,,A,34,23,9,,0.16,0.0201,0.0123,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,2,ISME,central ,,A,22,19,15,,0.17,0.0227,0.0090,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,3,AGSH,south,,A,13,21.5,18.5,,0.2,0.0314,0.0074,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,4,STPU,central ,,A,15.5,25,25,,0.25,0.0491,0.0061,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,5,BEEM,south,,A,17,6,5,,0.055,0.0024,0.0007,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,6,BEEM,south,,A,19,12,5.5,,0.0875,0.0060,0.0021,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,7,BOBA,central ,,A,61,38,13,,0.255,0.0511,0.0249,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,8,ACGL,central ,,A,10,15.5,10,,0.1275,0.0128,0.0023,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,E,9,LEGI,central ,,A,23.5,26.5,19.5,,0.23,0.0415,0.0176,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,1,LECO,central ,,A,23,25,16,,0.205,0.0330,0.0061,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,2,ARCA,central ,,A,3,6,3,,0.045,0.0016,0.0001,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,3,STPU,central ,,A,14,18,11,,0.145,0.0165,0.0018,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,4,STPU,central ,,A,14,12.5,11,,0.1175,0.0108,0.0012,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,5,AMFR,south,,A,47,19,9,,0.14,0.0154,0.0130,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,6,SODO,central ,,A,16.5,18.5,17,,0.1775,0.0247,0.0033,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,7,AGSH,south,,A,15,16,15,,0.155,0.0189,0.0051,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,8,LYCA,south,,A,28,16,13.5,,0.1475,0.0171,0.0086,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,F,9,LECO,central ,,A,18,21,13,,0.17,0.0227,0.0033,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,1,LECO,central ,,A,24,21,8,,0.145,0.0165,0.0032,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,2,ATLE,central ,,A,23,13,6,,0.095,0.0071,0.0029,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,3,BOBA,central ,,A,28,35,18,,0.265,0.0552,0.0124,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,4,PEAR,south,,A,59.5,38,20,,0.29,0.0661,0.0707,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,5,PEAR,south,,A,46,23,21,,0.22,0.0380,0.0315,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,6,EPCA,central ,SB,A,5,12,8.5,,0.1025,0.0083,0.0003,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,7,BAPI,central ,,A,37.5,18.5,16.5,,0.175,0.0241,0.0162,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,8,EUMI,south,,A,25,23,13,,0.18,0.0254,0.0115,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,G,9,BRCA,central ,,A,49,34,12,,0.23,0.0415,0.0163,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,1,ERFA,central ,,A,28,22,20,,0.21,0.0346,0.0175,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,2,ATLE,central ,,A,11,9,8,,0.085,0.0057,0.0011,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,3,BAPI,central ,,A,40,22,16,,0.19,0.0284,0.0204,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,4,PEAR,south,,A,31,11,8,,0.095,0.0071,0.0040,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,5,CAMA,central ,,A,15,52,31,,0.415,0.1353,0.0162,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,6,EPCA,central ,SD,A,16.5,26.5,23,,0.2475,0.0481,0.0064,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,7,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,8,ERFA,central ,,A,15,20,14.5,,0.1725,0.0234,0.0063,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,H,9,ERFA,central ,,A,13,17,14,,0.155,0.0189,0.0044,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,1,ERFA,central ,,A,13,24,20,,0.22,0.0380,0.0089,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,2,COFI,central ,,A,7,14,7.5,,0.1075,0.0091,0.0005,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,3,COFI,central ,,A,3,10,9,,0.095,0.0071,0.0002,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,4,BEEM,south,,A,19,8,6,,0.07,0.0038,0.0013,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,5,BEEM,south,,A,19,10,8,,0.09,0.0064,0.0022,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,6,ARCA,central ,,A,15,12,9,,0.105,0.0087,0.0023,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,7,STPU,central ,SD,A,6.5,5,3,,0.04,0.0013,0.0001,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,8,STPU,central ,,A,22,18,16,,0.17,0.0227,0.0040,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,I,9,ATLE,central ,,A,20.5,13,10,,0.115,0.0104,0.0038,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,1,LECO,central ,,A,36,34,25,,0.295,0.0683,0.0197,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,2,LECO,central ,,A,21,20,10,,0.15,0.0177,0.0030,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,3,BRCA,central ,,A,40,24,14,,0.19,0.0284,0.0091,barely alive,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,4,EUMI,south,,A,22,16,9,,0.125,0.0123,0.0049,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,5,HEWH,central ,,A,18,32,19,,0.255,0.0511,0.0165,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,6,AGSH,south,,A,23,25,16,,0.205,0.0330,0.0137,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,7,STPU,central ,SB,A,13,23,16,,0.195,0.0299,0.0031,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,8,SPAM,south,,A,31.5,21,9,,0.15,0.0177,0.0045,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,J,9,BAPI,central ,,A,28,12,6,,0.09,0.0064,0.0032,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,1,SAAP,central ,,A,23,28.5,24,,0.2625,0.0541,0.0224,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,2,ENCA,central ,,A,14,10,6,,0.08,0.0050,0.0013,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,3,ENCA,central ,,A,8,4,3,,0.035,0.0010,0.0001,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,4,LYCA,south,,A,30,18,12,,0.15,0.0177,0.0095,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,5,BRCA,central,,A,44,18,12,,0.15,0.0177,0.0062,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,6,HEWH,central ,,A,18,23.5,17,,0.2025,0.0322,0.0104,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,7,LYCA,south,,A,20,34,25.5,,0.2975,0.0695,0.0250,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,8,SPAM,south,,A,24,23,14.5,,0.1875,0.0276,0.0053,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,K,9,LYCA,south,,A,32.5,22,13,,0.175,0.0241,0.0141,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,1,SAAP,central ,,A,36,24,20,,0.22,0.0380,0.0246,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,2,BAPI,central ,,A,37,18,15,,0.165,0.0214,0.0142,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,3,AGSH,south,,A,14,18,15,,0.165,0.0214,0.0054,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,4,LYCA,south,,A,39,19,18,,0.185,0.0269,0.0189,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,5,SODO,central ,,A,22,24,15.5,,0.1975,0.0306,0.0054,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,6,BAPI,central,,A,35,23,13,,0.18,0.0254,0.0160,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,7,PEAR,south,,A,39,27,15,,0.21,0.0346,0.0243,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,8,BOBA,central,,A,60,32,27,,0.295,0.0683,0.0328,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,L,9,EUMI,south,,A,25,28,13,,0.205,0.0330,0.0149,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,1,ACGL,central,,A,27,47,30,,0.385,0.1164,0.0566,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,2,ACGL,central,,A,8,21,15,,0.18,0.0254,0.0037,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,3,ISME,central,,A,28,18,13,,0.155,0.0189,0.0095,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,4,EUMI,south,,A,33,22,20,,0.21,0.0346,0.0206,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,5,BOBA,central,,A,48,41,29,,0.35,0.0962,0.0369,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,6,STPU,central,,A,14.5,18.5,12,,0.1525,0.0183,0.0021,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,7,PEAR,south,,A,48,15,13,,0.14,0.0154,0.0133,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,8,ARCA,central,,A,12.5,16,12,,0.14,0.0154,0.0035,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,M,9,BRCA,central,,A,32.5,16.5,4,,0.1025,0.0083,0.0021,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,1,EPCA,central,SB,A,10,13.5,9.5,,0.115,0.0104,0.0008,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,2,ACGL,central,,A,21.5,47,24,,0.355,0.0990,0.0383,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,3,ISME,central,,A,19.5,21.5,15.5,,0.185,0.0269,0.0094,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,4,AMFR,south,,A,38,6,1,,0.035,0.0010,0.0007,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,5,STPU,central,,A,15,23,17,,0.2,0.0314,0.0038,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,6,STPU,central,,A,19,21,14.5,,0.1775,0.0247,0.0038,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,7,STPU,central,,A,17,21,12,,0.165,0.0214,0.0029,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,8,LECO,central,,A,25,26,8,,0.17,0.0227,0.0045,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,N,9,LECO,central,,A,45,46,22,,0.34,0.0908,0.0327,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,1,EPCA,central,SD,A,18,35,26,,0.305,0.0731,0.0105,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,2,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,3,STPU,central,,A,14,20,15,,0.175,0.0241,0.0027,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,4,ERFA,central,,A,11,18,12,,0.15,0.0177,0.0035,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,5,ERFA,central,,A,23,27,20,,0.235,0.0434,0.0180,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,6,STPU,central,,A,10,19,12,,0.155,0.0189,0.0015,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,7,ENCA,central,,A,16,14,9,,0.115,0.0104,0.0030,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,8,ENCA,central,,A,16,17.5,8,,0.1275,0.0128,0.0037,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,O,9,SODO,central,,A,30,28,17,,0.225,0.0398,0.0095,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,1,STPU,central,SB,A,15,27,21,,0.24,0.0452,0.0054,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,2,HEWH,central,,A,13.5,34,18,,0.26,0.0531,0.0129,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,3,STPU,central ,,A,13,23,15,,0.19,0.0284,0.0029,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,4,BEEM,south,,A,18.5,8,6,,0.07,0.0038,0.0013,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,5,BEEM,south,,A,17.5,6,5.5,,0.0575,0.0026,0.0008,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,6,COFI,central,,A,9.5,21,9,,0.15,0.0177,0.0013,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,7,HEWH,central,,A,17,28,18,,0.23,0.0415,0.0127,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,8,BRCA,central,,A,37,13,12,,0.125,0.0123,0.0036,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,P,9,SAAP,central,,A,39,36,21,,0.285,0.0638,0.0448,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,1,STPU,central,SD,A,14,26,18,,0.22,0.0380,0.0043,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,2,STPU,central,IRV,A,29,39,15,,0.27,0.0573,0.0133,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,3,AGSH,south,,A,16.5,17,15.5,,0.1625,0.0207,0.0062,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,4,LYCA,south,,A,24,17,14,,0.155,0.0189,0.0082,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,5,EUMI,south,,A,39,16.5,10,,0.1325,0.0138,0.0097,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,6,COFI,central,,A,5,16,13.5,,0.1475,0.0171,0.0007,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,7,AGSH,south,,A,18,22,16,,0.19,0.0284,0.0092,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,8,LYCA,south,,A,23,18,17,,0.175,0.0241,0.0100,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,Q,9,SAAP,central,,A,43,25,23,,0.24,0.0452,0.0350,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,1,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,2,LEGI,central,,A,27,26,25.5,,0.2575,0.0521,0.0253,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,3,ARCA,central,,A,12,15,14.5,,0.1475,0.0171,0.0037,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,4,ATLE,central,,A,27.5,23,18,,0.205,0.0330,0.0163,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,5,GRCA,central,,A,14,27,22,,0.245,0.0471,0.0053,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,6,GRCA,central,,A,38,34,22,,0.28,0.0616,0.0187,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,7,RHIN,central,,A,22,14,11,,0.125,0.0123,0.0049,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,8,ISME,central,,A,40,24,24,,0.24,0.0452,0.0326,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,R,9,ARCA,central,,A,16,23,17,,0.2,0.0314,0.0090,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,1,BAPI,central,,A,46,18,15,,0.165,0.0214,0.0177,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,2,BOBA,central,,A,59,39,19,,0.29,0.0661,0.0312,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,3,STPU,central,,A,10,18,17,,0.175,0.0241,0.0019,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,4,STPU,central,,D,,,,,0,0.0000,0.0000,Notes unclear - could be dead or nothing planted here,0,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,5,SPAM,south,,A,24,17,9,,0.13,0.0133,0.0025,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,6,SPAM,south,,A,49.5,19,17,,0.18,0.0254,0.0101,,1,herb,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,7,RHIN,central,,A,25,16,8,,0.12,0.0113,0.0051,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,8,RHIN,central,,A,24,21,6,,0.135,0.0143,0.0062,,1,shrubs,,,,
2024-02-15,"N. Brehm, K, Etter",tarp,A,S,9,BAPI,central,,A,34,23,14,,0.185,0.0269,0.0165,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,1,BAPI,central,,A,39,25,20,,0.225,0.0398,0.0279,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,2,LYCA,south,,A,22,25,15,,0.2,0.0314,0.0124,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,3,GRCA,central,,A,37,14,14,,0.14,0.0154,0.0046,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,4,STPU,central,IRV,A,21,31,21,,0.26,0.0531,0.0089,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,5,STPU,central,SB,A,11,18,10.5,,0.1425,0.0159,0.0014,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,6,ARCA,central,,A,8,11,11,,0.11,0.0095,0.0014,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,7,EUMI,south,,A,28,26,19,,0.225,0.0398,0.0200,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,8,LYCA,sout,,A,32,23,16,,0.195,0.0299,0.0172,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,A,9,BAPI,central,,A,45,14,14,,0.14,0.0154,0.0125,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,1,PEAR,south,,A,51,24,13,,0.185,0.0269,0.0247,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,2,PEAR,south,,A,36,15.5,11,,0.1325,0.0138,0.0089,barely alive,1,shrubs,,,,
